Ground Truth,Language,Comments
Negative - Ignore,Urdu,ہاہاہاہاہا تمہارے سروے کی اتنی ہی اہمیت ہے جتنی ن لیگ میں شوباز شریف کی۔ نا تم صحافی ہو نا خاتون اول نا یو ٹیوبر ہو نا ٹک ٹاکر سمجھ نہیں آ رہی تم ہو کیا کونسے لاہور کا سروے ہے یہ؟ میاں صاحب ایک ہی لاہور لے سکتے وہ جو چھوٹے بچوں کا لاہور ہوتا وہ
Negative - Ignore,Urdu,رونگ نمبر مولوی
Negative - Ignore,Urdu,پٹواریوں سے زیادہ قابلِ رحم اور کوئی مخلوق نہیں 🤔 چوری باپ نے کی۔۔عیش اولاد کر رہی ھے اور چھتر پٹواری کھا رہے ہیں 🙈🙈
Negative - Ignore,Urdu,مجھے تو ایک بھی نہیں مل رہی 😭 دوسری تو بہت دور کی بات ہے
Negative - Ignore,Urdu,دھاندلی کرانے کا جواز
Negative - Ignore,Urdu,کھا لیں جی 😂😍
Negative - Ignore,Urdu,کوئ شک ، بلکل شفاف اور درست
Negative - Ignore,Urdu,ہا ہا ہا تباھ کن بریکنگ نیوز دی ہے چ فور غریدہ نے۔ خان نے سہی پوچھا تھا اس سے کہ اتنے چھوٹے انٹیلیکٹ کے سوال کیوں کرتی ہو۔ پس صابت ہوا خان سہی تھا اور غریدہ ختم شد۔
Negative - Ignore,Urdu,ہیں؟ سچی؟😂
Negative - Ignore,Urdu,😭😭😭😭😭 بیشرم
Negative - Ignore,Urdu,میں سوچ رہا ہوں باجوہ کے استعمال کرنے کے بعد کامران خان مزید استعمال کرنے لائق رہے گا بھی یا نہیں، ہو سکتا ہے فلش کر دیا جائے۔ 😂 لیکن تاریخ گواہ ہے ایسے لوگ ہی سروائیو کر جاتے ہیں۔
Negative - Ignore,Urdu,مجھے آئی فون نہیں دیا نہ اسی لیے یہ سب ہوا ہے
Negative - Ignore,Urdu,قيامت خود بتاے گی قيامت کيوں ضرورى تھی😭
Negative - Ignore,Urdu,ان کے کردار کبھی بھی ناپسندیدہ نہیں ہوتے۔
Negative - Ignore,Urdu,ان کی زندگی کی میٹھی خوابیں کسی بھی طرح سچ نہیں ہوتیں۔
Negative - Ignore,Urdu,ان کی زندگی ایک برے خواب کی طرح ہے۔
Negative - Ignore,Urdu,بے اخلاق اور بے رحم لوگ ہیں۔
Negative - Ignore,Urdu,یہ جو لڑکی ان کے پاس ہے نا یہ مار گی بڈھے سے
Negative - Ignore,Urdu,کبھی بھی ان کی باتوں پر اعتبار نہ کریں
Negative - Ignore,Urdu,ان کا رفتار بہت بدمزہبی ہوتا ہے
Negative - Ignore,Urdu,ان کے دل میں داروغہ ہیں۔
Negative - Ignore,Urdu,بلاول بری طرح سے پھس گیا ہے صفدر کو منائے تو پولیس ناراض اور پولیس کو منائے تو صفدر ناراض 😂😂
Negative - Ignore,Urdu,آخر کار  پروڈکٹس پر کمپنی نے اپنا لیبل چسپاں کر ہی دیا  اک ہور چابی والا
Negative - Ignore,Urdu,ایسے پیڈ سروے کیسے کیے جاتے راز ہمیں بھی بتا دیں ویسے بھی فری ہیں تو یہئ کام سہی ۔
Negative - Ignore,Urdu,ان کی ہر بات میں دغابازی ہوتی ہے۔
Negative - Ignore,Urdu,بے غیرتی کے شکل دیکھنی ہو تو صرف اس عورت کو دیکھ لیں۔
Negative - Ignore,Urdu,یہ جو کالا کوٹ ہے میاں نوازشریف تیرا ووٹ ہے
Negative - Ignore,Urdu,اب مولویوں میں بھی لوٹے ملیں گے
Negative - Ignore,Urdu,ایک تو تم لوگوں نے باؤنسر جیسا ابا رکھا ہوا ہے، بندہ فلرٹ بھی نہیں کر سکتا۔
Negative - Ignore,Urdu,ان کی ہر حرکت فساد کی طرف اشارہ کرتی ہے۔
Negative - Ignore,Urdu,وہ  company کا محبوب بن گیا۔
Negative - Ignore,Urdu,"جاھل کو یہ دیکھ کہ بھی نہیں پتہ کہ وائی نہیں ایچ بلاک ہے۔۔۔
 اور دوسری بات سروے ہی فیک ہے۔"
Negative - Ignore,Urdu,یہ یہ تو تھا ہی ایک چھپا ہوا منافق اب اس کی اصلیت ظاہر ہو گئی ہے
Negative - Ignore,Urdu,یہ منافق اور صحابہ کرام رضوان اللہ اجمعین کا گستاخ ہے
Negative - Ignore,Urdu,کھسکا ہوا ہے یہ دماغی طور پہ تم اپنے دل پہ نہ لو 🙊🙊
Negative - Ignore,Urdu,🤣🤣🐒 فیر رہن ہی دو تے ٹھیک اے
Negative - Ignore,Urdu,خوبصورت لوگ بارش نئ طوفان انجوائے کر رہے ہیں 😅😂😂
Negative - Ignore,Urdu,اسے کہتے ہیں عزت راس نہ آ نا
Negative - Ignore,Urdu,یہ سروے آپ نے رائوینڈ میں بیٹھ کر کیا ہے یا اپنے سٹوڈیو میں
Negative - Ignore,Urdu,ان کی باتوں پر کوئی اعتبار نہیں کرنا چاہئے۔
Negative - Remove,English,wtfwtfwtf
Negative - Remove,English,Boolin' in the bando wit a few bitches
Negative - Remove,English,Eat the pussy like a real nigga hungry
Negative - Remove,English,I'm eating your ass and tearing your pussy apart. Deal?
Negative - Remove,English,Suck them
Negative - Remove,English,I don't chase after dudes... I chase after bitches. - Edgar Bautista
Negative - Remove,English,bitch get up off me
Negative - Remove,English,SO FUCJING ICONIC🤑🤑
Negative - Remove,English,A pussy a day keeps the devil away -
Negative - Remove,English,bbw
Negative - Remove,English,"But a nigga gon be a nigga, be a nigga. You sound fuckin retarded"
Negative - Remove,English,On today's episode of how effed up is effed up the people that believe this is effed up
Negative - Remove,English,bitch who do you love
Negative - Remove,English,HOW DO YOU KNOW MY TWITTER PASSWORD bitch please
Negative - Remove,English,broke bitch cant tell me nothing
Negative - Remove,English,Big b...🤭
Negative - Remove,English,Tim Tebow got cut from every team he was on in the NFL and he already got more hoes than me in Starkville. Smh. &#128514;
Negative - Remove,English,Perfect tits
Negative - Remove,English,I just got a number 3 I'm a bitch boy
Negative - Remove,English,Absolutely yay! You have a rockin body with a mature mind. Best of both worlds.
Negative - Remove,English,FOREPLAY
Negative - Remove,English,One day xxxx
Negative - Remove,English,Here strong point of view should be understood and written as “Buttering Maryam Nawaz” and keep uploading her pictures with fancy captions. It’s a worry that premium institutes are producing graduates like this lady
Negative - Remove,English,I'd be scared of being put on the paedo offender's list
Negative - Remove,English,wtf is this
Negative - Remove,English,"When i see your boobs pic video 

Wallah then i don,t see good days"
Negative - Remove,English,"Sitting on my window sill, window open, bird tries to fly in. Smacked it. #ProtectTheAnimals"
Negative - Remove,English,Baseball season for the win. #Yankees This is where the love started
Negative - Remove,English,if you're toes ain't done you pussy stinks
Negative - Remove,English,"Bakwas movie animal waste of time ,sam bahadur is best movie"
Negative - Remove,English,Everything look better with a bitch next to it
Negative - Remove,English,Get me that shit bitch you is fine bear
Negative - Remove,English,This is sh*t scam iblees fricking scam don’t bye
Negative - Remove,English,I would wife a hoe only cuz we wouldn't care that we cheating in each other. ...why force the relationship in the first place?
Negative - Remove,English,He a bitch for hitting that hoe
Negative - Remove,English,Porn star
Negative - Remove,English,You're not a man if you refer to every girl as a bitch
Negative - Remove,English,would cum on those tits
Negative - Remove,English,Wtf. She seemed sensible from her interview!!
Negative - Remove,English,Girl got enormous things to tease guys❤️
Negative - Remove,English,Damn you LÖØkïnG sooooooooooo hÖt aŃd sęXý 😍 😘 👌 ❣️ 💐 👌 👸👑👌🧿
Negative - Remove,English,Shut up commie
Negative - Remove,English,So hoes that smoke are losers ?  yea ... go on IG
Negative - Remove,English,"Foreign chick, no lie.. Man that bitch Beautiful"
Negative - Remove,English,I’m looking 👀 too sexy
Negative - Remove,English,sure is a great way to finish the day
Negative - Remove,English,wtf is wrong with her . 😳😳
Negative - Remove,English,Hey pussy you still there?
Negative - Remove,English,Dufferest
Negative - Remove,English,A big fucking yay bebé! 🔥😜🔥😜
Negative - Remove,English,DM for fun 😍
Negative - Remove,English,It helps when you benefit from apartheid with an extremely wealthy family and your main skill is bullshitting.
Negative - Remove,English,You wanted to be a porn star۔
Negative - Remove,English,I am a thrill billy..with a hillbilly heart. -. HAHAHAHAHA Jesus Murphy
Negative - Remove,English,Fààt w9man
Negative - Remove,English,Pakistani Kim Kardashian
Negative - Remove,English,"Fuck yes, please!"
Negative - Remove,English,hoe what its hitting for
Negative - Remove,English,Fuck fuck fuck yes yes yes 😊
Negative - Remove,English,Great reply to that fuddu
Negative - Remove,English,io io alu record ho vine sai pe hahahaha lol anywaaaaaays..... haha
Negative - Remove,English,Porn star hareem shah
Negative - Remove,English,"It’s a fake watch 
Doesn’t have button to on it
Bluddy scammer "
Negative - Remove,English,her pussy lips like Heaven doors
Negative - Remove,English,pimps up pimps up hoes down  Future voice
Negative - Remove,English,Am now following you sexy and you are sooo hot 🥵🥵💋
Negative - Remove,English,seyx😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
Negative - Remove,English,this hijra bilawal is the scum of pakistan
Negative - Remove,English,Have you seen my shows? Have you seen my hoes? If I wasn't hot would they be so thick?
Negative - Remove,English,Lmfao this cat started beating the shit out of me my nigga finally got some pussy?? MY NIGGA
Negative - Remove,English,got ya bitch tip toeing on my hardwood floors  &#128514;
Negative - Remove,English,Hot af
Negative - Remove,English,Facto  Who cares if you a hoe when your ass looks like this?
Negative - Remove,English,So sexy mathira❤️
Negative - Remove,English,Juggy Sunday!
Negative - Remove,English,Bae sounds like such a ghetto word. Use something else
Negative - Remove,English,"I think so, commie terrorist."
Negative - Remove,English,Ur pathetic
Negative - Remove,English,"Looks like fiberglass fk, fake"
Negative - Remove,English,"I couldn’t even edge to this, I exploded immediately!!! Clean up on aisle MY PANTS 😂😂😂😂"
Negative - Remove,English,Booomb figure🔥🔥🔥🔥🔥🔥
Negative - Remove,English,cancel that bitch like Nino
Negative - Remove,English,Got bitches in the DM but I don't ever read'em which is y your top 3
Negative - Remove,English,elephant 🐘
Negative - Remove,English,Potty
Negative - Remove,English,Yes it does.I think it's the most sexiest
Negative - Remove,English,bad bitches is the only thing that i like
Negative - Remove,English,Where is her E collar?
Negative - Remove,English,Fuck 5/0 I make my own rules. Suck my dragon balls bitch call me goku
Negative - Remove,English,ts ass
Negative - Remove,English,Oh ffs.
Negative - Remove,English,yall niggas b cuffing hoes cause yall aint never have bitches
Negative - Remove,English,"All these bitches want a baby, I don't want no children."
Negative - Remove,English,Bomb 🔥
Negative - Remove,English,lana rodes of Pakistan 😂😅
Negative - Remove,English,Pretty pussy beautiful brown beauty BBB
Negative - Remove,English,In every cartoon theirs alway a  saving these hoes lmao.  lmao damn captain SaveAHoe
Negative - Remove,English,iâ€™m on twitter bc iâ€™m a sadomasochist to myself
Negative - Remove,English,wanted to say so much but in the end i dont give a fuck😏
Negative - Remove,English,Damn 🥵🔥 curves can't resist you 🥵 i lost control at ny kower section 🔥😍
Negative - Remove,Roman Urdu,tum modi ke randi ho call girl b ho mara pass proof hn teray
Negative - Remove,Roman Urdu,or tum gand he khatay rehna bas
Negative - Remove,Roman Urdu,is qom ko hosh he ni aa rhe
Negative - Remove,Roman Urdu,ye corona gand me yorker maray ga
Negative - Remove,Roman Urdu,Khotay kha kha k damagh b khota ho gya he in logon ka.
Negative - Remove,Roman Urdu,sirf bak bak karna ati ha
Negative - Remove,Roman Urdu,rt : meri sasti randi namard salman khan criminal
Negative - Remove,Roman Urdu,Gandu admi apni non serious halat check kar.
Negative - Remove,Roman Urdu,Jahil aurat
Negative - Remove,Roman Urdu,Agar rat se gand phat rahi hai to
Negative - Remove,Roman Urdu,lekan teri agg nei buje gi randi
Negative - Remove,Roman Urdu,Indian daramy khatam ho gae ais ka darama khatam nai ho raha
Negative - Remove,Roman Urdu,Tu usi aurat ka bhai nikal parta bann kar bhosri k.
Negative - Remove,Roman Urdu,Jahliyat k arooj pay hain aunty
Negative - Remove,Roman Urdu,lund khara nai hota hoga ab phir b shadi karli
Negative - Remove,Roman Urdu,sai laya ha bhosri k
Negative - Remove,Roman Urdu,Lanat Teri zaat par Kutty
Negative - Remove,Roman Urdu,bakwas hoti ja rahi ha fb ab
Negative - Remove,Roman Urdu,Is he bat py lanat ap k mou py
Negative - Remove,Roman Urdu,belagam ghorey bantay ja rahay hain.gadhay
Negative - Remove,Roman Urdu,team me fisad dala hua ha
Negative - Remove,Roman Urdu,Abay tou tu larkiyon ko mesgs kar kyun raha tha chutiye
Negative - Remove,Roman Urdu,mohti barwe tjh chodo ga ma aj
Negative - Remove,Roman Urdu,Jana da yr 1 event sb sth kr ha usma b randi rona
Negative - Remove,Roman Urdu,nepal tak ye bhenchood phel chuka ha
Negative - Remove,Roman Urdu,Yr gand me keera horaha hai tjhe tag krny ka to main har jagah tjhe tag karunga
Negative - Remove,Roman Urdu,han wahi bhenchod mene puchna hai bc ek din pehly itna rr aur aj chill xd
Negative - Remove,Roman Urdu,Moti gandu kya likhatha paper men
Negative - Remove,Roman Urdu,chup ker bharwe kutte ki nasal
Negative - Remove,Roman Urdu,bhossrik kayy nae hai merayy pass
Negative - Remove,Roman Urdu,​Bakwas saaly
Negative - Remove,Roman Urdu,Is gand ma kuj chub raha ha
Negative - Remove,Roman Urdu,apne in bapon ko samjhao mjha nhi loray
Negative - Remove,Roman Urdu,Tumney zindagi main kitney paisay kama liye jo ye bakwaas kar rahey ho?
Negative - Remove,Roman Urdu,pagla gai ho kya
Negative - Remove,Roman Urdu,haha randi saali geeli hoae tu
Negative - Remove,Roman Urdu,bhenchod emoji dekho konsa lagaya hai katay hue lullay se kis baat ki sharam?
Negative - Remove,Roman Urdu,Ma'am ko coda kro in police walo ki
Negative - Remove,Roman Urdu,Shakal sy he begirt lanti lagta hai sala
Negative - Remove,Roman Urdu,beta tum log lanatoon k he qabil ho kanjaroon
Negative - Remove,Roman Urdu,gali q derhi ho bhenchod?
Negative - Remove,Roman Urdu,boobs to mast h sali ki
Negative - Remove,Roman Urdu,yahi randi ka bacha iski typing se andaza lagalia
Negative - Remove,Roman Urdu,"Oh bhengi bandria fazul bolna chor de. Anwar Maqsood ki to juti ki drool k brabar b ny ho. Mehra khan agr clapping kr rahi wo nazar araha puri awam tm logo ko bad duain and galian de rahi wo nazar ny araha. Jahil aurat. 
Ir ye aurat kia hota khoty ki aulad."
Negative - Remove,Roman Urdu,abe rundi ke pille kuch bolega madarchud maine kaha block kiya hai teko chootm
Negative - Remove,Roman Urdu,Nhe to kia jaffar ki gand say nikal k du kia BC
Negative - Remove,Roman Urdu,Kuch ni jahil awam larkian nachany se agay ni ja skti
Negative - Remove,Roman Urdu,Bot bagarat hai waqar to
Negative - Remove,Roman Urdu,Amir bht waqar hdi lanti bhao lanti bhai
Negative - Remove,Roman Urdu,ek baap ki aulaad hai na toh adress de number de or milke baat kriyo randiyo ki tarah ghar me ghus chinala na kar
